101.5129854244	4.1440710599
101.4257827674	4.162042773
98.8664755767	4.6354387226
77.370761859	3.3711449386
77.6515219365	3.4288541999
101.2040866548	4.2923131536
103.7928775459	3.5071824131
101.3963708069	4.2823359484
101.3346281476	4.2774293664
107.0803455858	2.0926437157
98.6248695605	4.6639743431
94.9306112562	5.1151933267
85.3447518251	5.2070153876
75.3150144979	1.9880645507
85.0081462248	5.1571057862
81.1485320186	4.4869079288
82.0155545783	4.7704479851
96.5060543802	4.8910446696
107.8861205244	1.4929157371
90.1804124384	5.330567167
83.8718354589	4.9815030904
108.2995256203	0.7955007983
88.4233139732	5.2904844385
101.3009906755	4.2915461912
89.3103745093	5.3533258145
75.5121052851	2.1730075819
85.32490438	5.1666207186
93.0571319473	5.2583226018
97.2751810376	4.8655504568
92.4339543832	5.3134366842
84.1966878358	5.0189672911
102.3969639172	4.0059798977
89.3424809117	5.3731692201
102.643341221	3.8019667408
79.7822279641	4.1719912329
82.0683574496	4.6523520107
88.3249127559	5.3950310408
76.5327002101	3.5027439017
89.7010269352	5.3092774591
85.1236250764	5.1868950136
90.4535167324	5.3927086627
76.1418002555	2.5564472421
89.7833836037	5.3161805509
97.3103129188	4.8558490496
94.1192384805	5.3435114698
84.5965970136	4.9082043887
94.8628345368	5.1442865382
82.7172866324	4.9074501732
84.0587778682	5.07013928
93.5487776255	5.1867438732
102.2304733517	4.0019112689
106.1752440285	2.4182994154
107.6269830264	1.8834686795
90.5535428136	5.4277389605
101.3650532078	4.2588170915
93.3374763517	5.415208387
96.8120745621	4.9092879487
100.0853698112	4.556843819
82.6034021939	4.7430834366
95.665130978	4.8833400078
104.6664055046	3.1800684713
84.192652004	5.1273631658
84.1071834579	4.9561331813
88.9568200782	5.5378530098
100.462833443	4.4384953782
98.3352151088	4.744262196
90.2724079767	5.2483240222
74.9382811659	1.136646616
84.4332709911	5.039624524
78.5921521452	3.7576019651
85.7251793985	5.1310485798
98.2411534665	4.7125038452
91.0417754786	5.4536433441
106.0097516294	2.7736235507
75.866806584	2.4383390163
88.4624919799	5.1914205231
95.6592580969	5.0669701808
106.4939181162	2.3860066684
76.6072378167	2.8005499516
99.8956664071	4.4385879439
103.1875027367	3.4510456678
83.2112083307	4.9117082334
98.0655491333	4.8537781483
85.4761744097	5.2647891143
97.1827741315	4.7376971057
83.1524047901	5.112249825
79.7929334889	4.1245203861
90.2434603914	5.3593097259
96.91192563	4.9255161412
100.0457635861	4.3194104976
89.246500687	5.1306133918
79.0834963254	3.9189147844
99.8794381902	4.5002070802
96.0898801284	5.0857906093
79.7668153516	4.1790344999
89.3003440112	5.2857247128
100.6655846369	4.4486602854
89.2036139937	5.416297886
107.553276829	1.7784344471
108.4063425299	0.7569502753
