59.4010058863	67.2911132191	3.8732624067	3.6170729147
49.4515025225	77.3297762018	2.15977298	1.8324861438
85.026335185	54.7896628833	0.4333889258	3.8565791997
77.393203568	69.189988945	4.5583344602	3.369087792
83.513096572	48.1535377495	5.5353033813	2.7466619389
58.9365931563	67.9143487779	6.5411726285	3.7248863038
49.015653708	50.2859046612	4.6486952441	5.5043307084
84.805167206	57.9685039595	0.9815074143	4.4243950386
59.6645014513	49.4450225889	6.2787137717	4.7032110736
77.9330341303	63.4193858747	6.1208697682	5.349641882
65.820956075	57.6604167056	7.1897628028	20.8644894079
55.7672551097	49.9892033096	4.9675414435	5.3593790053
59.7082090012	50.5541839408	4.4712227509	1.4098609157
58.3374220903	66.5755373781	6.9813199428	4.1101076612
78.2577088391	69.6510689287	4.0384675449	3.063118933
53.4161943771	78.374058941	6.6925415042	8.2465267112
75.9780435293	67.0270720554	3.18674297	4.7780504501
51.2013083482	54.2576375326	2.9799251273	2.3675323524
49.2673150019	62.0780375594	4.469173663	3.9436668288
84.5145817505	48.5768589924	1.4556329976	9.2680742108
68.0114926583	76.0271184771	5.6386919338	3.7314760148
82.3203533162	78.494504887	3.3234115388	2.6446114552
84.1541075153	69.2343551046	0.3576621207	4.0097996071
63.3073464748	63.2053404504	5.1529587774	6.4869736678
76.1574345514	60.4976655532	4.8144085609	4.001262507
60.011271324	53.6681174425	6.7270244306	4.9117822464
54.2206628913	59.7761003284	5.6674466544	6.3454177393
56.7342700102	66.9994688267	8.2039297419	3.4019527613
76.9075872297	48.1166225955	4.8587077582	2.8533450029
81.2410303102	73.2776133907	2.3655395412	5.7554021636
80.5161713798	77.7404906243	3.1427131247	0.6842573262
78.990023058	76.4212042719	5.3194891068	0.6688043631
60.7637107324	48.6892898759	4.6442816805	2.5467925374
61.2245792183	70.5854652974	3.2567284229	4.3564721885
74.7820808426	48.9890634935	3.3365138848	7.2701158659
80.7369847641	62.5653957851	3.5333422538	29.8541003128
59.0653781521	76.2200210792	5.1096086826	4.3573414246
78.4793004458	74.4722851966	3.6574256893	1.9795785767
63.9030419329	53.3179914137	3.9632736525	4.1699240542
63.6619366365	75.3470205616	2.9847995572	4.1886423519
84.6330469911	74.4883915544	2.1522667859	2.8909876795
81.8734986942	66.1502774707	2.6656032778	4.4375823368
57.7127400643	75.3714640138	4.7814323949	3.8346735536
50.0890257699	54.5829985307	0.9207302019	2.9060097631
54.6844155668	70.5926267171	2.8032235758	3.6390493996
68.4267859924	48.4663485861	5.4861546465	1.5775188124
81.7435763974	54.8022923083	5.9556702741	4.2989696758
51.4827100671	68.0524121502	4.0946438889	6.4569885639
61.4462437645	68.2690202083	5.9218640039	4.2363755496
84.9030082361	58.5857615843	2.6471042081	2.0958975597
80.5590354503	62.6278349983	2.7909333567	4.9544171103
60.6761995002	49.3929529543	5.5507110832	1.7430997147
53.555808015	57.1453520471	3.248759348	6.1515545758
63.7004347969	51.0070882634	8.863350825	2.2189986403
57.1603738615	58.7182290585	3.9823161588	4.1080590831
68.9666388214	71.2817587645	4.5036609032	1.9194049424
63.6891946068	76.3106557246	5.4595331651	4.9263529771
60.5121267975	69.3888250326	4.9750251554	4.5709253885
72.8511497525	51.4928827562	2.7124375422	3.8407524965
62.9348701974	57.8918485395	5.6386461566	3.6713167657
48.1430611255	66.0395263322	2.1002857981	2.5568902769
65.1407377463	48.1938180287	5.6420947332	0.5955326681
49.2523090295	51.3170375405	1.8490065649	5.713407753
53.4832936883	48.9832588441	6.2916345412	3.7981757126
65.1243665921	61.9754122009	4.9677343973	3.6734764038
52.7500255286	68.5473626248	5.3817795704	2.0998334217
48.3553740622	46.4541999959	1.5489212415	0.8904131326
65.3926212162	70.9056576931	5.575491395	5.0921805907
84.5707048743	67.4157009215	1.5513401081	3.3565157686
65.1032299168	50.3642281937	5.2544017658	2.5109303753
54.9193571099	56.8421273125	9.4395098921	2.0906451972
50.2471259706	69.7639168375	5.1802833021	3.6178188486
64.0631263979	62.805742339	6.618419483	7.1126831995
68.9184643663	64.8937622189	9.6036377136	6.6511026192
68.6347707033	48.7243186791	5.9343241424	4.1783792544
84.4113820567	65.7833144515	2.644600564	4.4315499493
51.9783918246	76.7866602906	4.9147231403	3.7257082337
66.2414904329	72.6820291996	4.1487387663	2.5846654434
78.4166141102	61.1832087097	3.0580848672	11.9975101213
58.8988199881	72.9527626372	4.6464755006	4.9626940202
59.0947957105	64.4131076045	6.44867095	4.5157503813
59.1501925254	67.0081464159	2.7404929538	5.3279823372
82.2024418853	77.900545783	2.1258133662	2.5107879307
47.7203009871	46.7918218984	0.658794362	2.8856747784
64.5711329536	73.8786736086	4.2178414014	5.4468033288
74.6915945684	49.2739593605	5.6276920191	4.5917209043
74.0224868451	63.0154694977	7.6103421793	3.6896859448
59.3650304361	56.6538703242	9.8502097728	3.7323944051
70.656147632	70.4486678494	6.8265716295	3.7556863475
58.4398214411	76.1089938236	5.1523788188	3.1815050447
64.3420251581	62.240779382	6.3133725619	2.9015088884
67.1710577973	62.4035320322	4.9537656026	7.4569855882
47.422971408	61.4272384438	21.1173915669	3.5700947182
84.3122033412	73.9400891984	1.4700625344	3.2054488973
48.8697748474	67.4582537965	1.9687415277	5.1017609547
59.990049846	65.1722008895	5.5662973264	5.3579415583
49.1111515297	75.7837393748	4.0529753104	5.2627198399
77.9170786107	51.8342144989	5.1783437991	9.2415419884
53.2664667698	63.6786975784	5.5373610142	4.4403947314
60.0921565396	51.9287183516	7.1816130707	3.7456681698
