59.407, 0.189064, -1.76525, 0.0969812
59.3357, 1.20695, -0.516873, -1.2427
59.2136, 1.10435, -0.498354, -1.08257
59.7049, 0.118424, -1.21658, 0.0805654
59.2419, 1.3661, -1.36848, -1.6662
59.4876, 0.524585, -0.58188, 0.0857609
59.4874, 0.973814, -0.690995, -0.898445
59.6876, 0.698333, -0.962026, 0.530984
59.4588, 0.976618, -0.585762, 0.880355
59.7691, 0.495311, -0.971499, 0.331594
59.4903, 0.495877, -0.581958, 0.00507286
59.4515, 0.848925, -1.17074, -0.811003
59.2876, 1.14815, -0.502682, -1.12774
59.2131, 0.206308, -1.93214, 0.102188
59.1552, 1.34859, -1.43973, -1.70942
59.3776, 0.656996, -1.74096, 0.628426
59.3171, 0.885947, -0.554408, -0.647996
59.6839, 0.44103, -0.640101, 0.191934
59.6552, 0.0984336, -1.05954, -0.067721
59.4128, 0.61932, -1.56098, -0.577555
59.739, 0.605663, -0.721445, 0.394065
59.3043, 0.754294, -0.576039, -0.381084
59.3136, 1.16273, -0.512117, 1.18397
59.3581, 0.64951, -0.57724, -0.201258
59.3666, 1.4072, -0.556788, -1.56265
59.5345, 0.825804, -0.810244, 0.721878
59.7418, 0.668366, -0.674953, -0.429906
59.3028, 1.29869, -0.501789, 1.40526
59.3481, 1.07666, -0.520208, -1.02033
59.1955, 1.56018, -0.696699, -2.00831
59.3735, 1.03403, -1.62422, -1.08481
59.669, 0.169666, -1.14534, 0.122363
59.1815, 1.72193, -0.775341, 2.33391
59.2649, 1.48351, -1.369, -1.84186
59.6142, 0.0412703, -1.03804, 0.00893795
59.5536, 1.07148, -0.767435, -0.985646
59.6007, 0.708433, -0.631475, -0.512954
59.5034, 0.281541, -1.3068, 0.233511
59.6054, 1.20987, -0.711642, -1.11394
59.4168, 0.253039, -1.54698, 0.20519
59.4578, 0.976479, -0.551044, -0.838302
59.2731, 0.457382, -1.85681, -0.436378
59.3043, 1.0041, -0.522886, 0.889024
59.3828, 0.722555, -0.585774, 0.327743
59.49, 0.650751, -0.574096, 0.387296
59.3478, 0.946453, -1.66131, 0.987898
59.4487, 0.158192, -1.56751, -0.0926719
59.4475, 0.993248, -1.15178, -0.982574
59.6411, 0.420528, -0.671298, -0.228531
59.5268, 1.07759, -0.985838, -1.02814
59.5905, 0.924036, -1.16708, 0.813497
59.5047, 0.527845, -0.585358, 0.0761091
59.6799, 0.702169, -0.686589, 0.496437
59.6285, 0.324438, -0.96663, 0.239048
59.3084, 1.28352, -1.4689, 1.48393
59.6802, 0.190681, -0.928123, 0.118247
59.7199, 0.38807, -0.683343, 0.180283
59.5384, 1.00084, -0.789408, 0.913718
59.3674, 0.164468, -1.79941, -0.0252984
59.618, 0.573563, -0.601728, -0.198213
59.3316, 1.30498, -0.648553, -1.45612
59.0655, 0.692432, -0.551351, -0.0518322
59.4403, 1.28847, -0.961498, 1.37447
59.4022, 0.186278, -1.94093, -0.0102058
59.3851, 1.38385, -1.26252, -1.57256
59.3122, 0.655244, -0.585624, -0.0232244
59.3929, 1.2353, -1.02144, 1.33798
59.502, 0.681764, -0.574417, -0.427776
59.6565, 0.397442, -0.643387, 0.152781
59.5457, 1.03532, -0.561705, -0.863938
59.4958, 0.528842, -1.36197, -0.459625
59.2744, 0.985411, -0.518322, 0.88089
59.7088, 0.454405, -0.635333, -0.18445
59.4464, 0.884793, -0.568969, -0.619916
59.7221, 0.129545, -1.02307, 0.081647
59.4608, 0.651315, -0.576343, 0.313293
59.4718, 0.899128, -0.910198, -0.847382
59.5147, 0.708836, -0.584939, -0.376938
59.2204, 1.4059, -1.55462, -1.75205
59.4444, 0.675485, -0.613704, -0.124826
59.3553, 0.71687, -0.564907, 0.391222
59.3959, 0.516348, -1.51917, 0.477534
59.6226, 0.450706, -0.608267, 0.109969
59.3031, 1.12701, -0.516125, 1.14339
59.8066, 0.513799, -0.821373, 0.316889
59.6114, 1.14912, -1.03604, 1.05781
59.5355, 0.678039, -0.64255, 0.520609
59.4817, 0.209633, -1.01887, 0.173939
59.2754, 0.243496, -1.87016, -0.17299
59.6701, 0.385531, -0.8695, -0.266549
59.2536, 0.975233, -0.558544, -0.759981
59.3707, 1.0375, -0.567633, 1.01114
59.7527, 0.413157, -0.964157, 0.275323
59.3184, 1.5245, -0.659329, -1.82675
59.5269, 0.562074, -0.618661, 0.375309
59.1743, 0.229543, -2.28798, 0.0212981
59.442, 0.84414, -1.25377, -0.81162
59.3142, 0.66025, -0.574696, 0.193104
59.5932, 0.446939, -1.46145, -0.350842
59.6361, 0.149223, -1.15304, -0.110878
